item_id,order_id,product_id,quantity,unit_price,discount_percent
I01825,O00879,P0098,5,7240.85,55.96
I01826,O00564,P0074,5,1999.57,9.77
I01827,O00431,P0275,1,895.31,80.77
I01828,O00994,P0146,3,3613.77,53.42
I01829,O00491,P0495,5,6916.07,90.25
I01830,O00225,P0395,4,1113.23,59.78
I01831,O00789,P0498,4,4285.55,22.17
I01832,O00996,P0227,4,5887.3,7.2
I01833,O00797,P0071,5,2206.41,19.43
I01834,O00343,P0238,4,3477.42,83.65
I01835,O00121,P0251,5,7893.21,81.36
I01836,O00878,P0398,4,3471.46,37.97
I01837,O00355,P0057,4,2713.21,22.54
I01838,O00760,P0264,2,8768.16,55.07
I01839,O00783,P0087,3,3661.66,74.33
I01840,O00289,P0008,1,260.42,70.78
I01841,O00642,P0102,2,491.61,37.7
I01842,O00737,P0450,1,9306.29,62.61
I01843,O00977,P0255,2,9739.74,69.11
I01844,O00717,P0405,2,4840.35,98.28
I01845,O00058,P0489,2,8468.63,79.39
I01846,O00741,P0204,4,802.28,20.82
I01847,O00060,P0339,3,851.96,3.11
I01848,O00223,P0317,-2,6067.57,14.57
I01849,O00287,P0421,1,3364.71,25.47
I01850,O00781,P0255,1,2861.02,11.32
I01851,O00329,P0047,5,9436.39,55.48
I01852,O00897,P0162,3,7060.08,5.03
I01853,O00038,P0489,5,2287.0,48.19
I01854,O00605,P0001,5,2090.25,62.27
I01855,O00428,P0047,2,6641.59,87.46
I01856,O00058,P0180,5,655.9,33.78
I01857,O00810,P0303,1,1690.9,39.32
I01858,O00366,P0476,3,4822.86,55.69
I01859,O00328,P0177,4,3329.08,95.59
I01860,O00837,P0039,3,8492.69,33.36
I01861,O00434,P0486,2,8701.8,24.36
I01862,O00490,P0466,1,8722.45,54.57
I01863,O00149,P0105,3,1787.91,25.59
I01864,O00838,P0070,5,5832.97,73.77
I01865,O00577,P0079,5,6376.02,24.44
I01866,O00351,P0080,1,8892.53,90.87
I01867,O00876,P0132,4,330.23,13.14
I01868,O00473,P0144,3,6303.68,83.85
I01869,O00318,P0033,4,5979.68,46.89
I01870,O00093,P0180,3,9204.9,56.42
I01871,O00552,P0180,1,9824.49,65.02
I01872,O00721,P0368,1,2531.34,81.61
I01873,O00477,P0379,1,1756.47,80.45
I01874,O00723,P0133,2,921.57,77.48
I01875,O00064,P0191,5,9229.87,4.31
I01876,O00645,P0120,5,9963.89,7.67
I01877,O00913,P0022,5,9681.25,84.96
I01878,O00574,P0076,2,6560.08,91.79
I01879,O00544,P0140,3,8155.88,51.54
I01880,O00632,P0398,1,5401.92,58.51
I01881,O00246,P0107,-5,8841.72,51.56
I01882,O00295,P0362,3,5170.39,50.67
I01883,O00144,P0332,4,8994.7,73.34
I01884,O00180,P0279,4,1140.37,62.16
I01885,O00864,P0110,3,5959.19,42.82
I01886,O00437,P0449,5,9958.94,89.39
I01887,O00709,P0053,2,8887.3,83.04
I01888,O00450,P0139,3,7866.44,39.21
I01889,O00502,P0411,4,4692.55,66.51
I01890,O00579,P0105,1,6724.46,82.07
I01891,O00675,P0451,3,2376.24,64.71
I01892,O00433,P0392,2,3580.75,5.06
I01893,O00361,P0381,5,8188.15,47.99
I01894,O00103,P0370,5,6831.26,82.47
I01895,O00982,P0090,1,9995.85,1.47
I01896,O00405,P0113,1,1508.77,59.96
I01897,O00052,P0267,5,361.32,9.49
I01898,O00755,P0492,1,5442.23,72.3
I01899,O00466,P0121,5,8782.06,60.24
I01900,O00355,P0210,3,6229.04,52.78
I01901,O00640,P0157,2,9984.78,38.98
I01902,O00643,P0263,1,680.32,73.51
I01903,O00255,P0275,2,4584.71,15.05
I01904,O00218,P0496,4,6622.95,44.27
I01905,O00559,P0012,3,7754.76,93.53
I01906,O00779,P0165,4,684.48,65.77
I01907,O00911,P0295,2,4030.9,58.41
I01908,O00547,P0285,4,7559.4,30.16
I01909,O00331,P0381,3,7586.74,93.8
I01910,O00579,P0417,3,378.85,90.73
I01911,O00121,P0417,2,5809.9,65.03
I01912,O00598,P0400,1,4118.1,58.94
I01913,O00262,P0042,5,9056.45,90.2
I01914,O00859,P0238,-3,4033.92,71.95
I01915,O00940,P0491,1,885.44,36.02
I01916,O00923,P0376,5,7043.95,5.26
I01917,O00139,P0077,1,7887.85,95.29
I01918,O00169,P0446,4,8397.92,85.3
I01919,O00036,P0089,4,8138.4,35.12
I01920,O00321,P0058,5,8932.74,13.07
I01921,O00693,P0224,5,2290.05,77.93
I01922,O00119,P0103,2,9153.67,65.66
I01923,O00203,P0346,2,1343.09,93.56
I01924,O00190,P0157,1,7112.32,74.64
I01925,O00501,P0430,2,9246.73,92.65
I01926,O00909,P0006,5,3786.52,97.39
I01927,O00553,P0430,4,2260.81,16.2
I01928,O00410,P0030,1,1964.78,50.57
I01929,O00245,P0478,4,2516.07,65.51
I01930,O00746,P0177,5,6331.37,1.4
I01931,O00497,P0357,1,7904.91,88.69
I01932,O00296,P0395,1,4990.91,86.37
I01933,O00204,P0105,4,4731.96,98.29
I01934,O00346,P0264,5,558.97,82.22
I01935,O00029,P0056,5,1493.45,24.27
I01936,O00889,P0276,2,5646.57,40.26
I01937,O00861,P0439,4,3510.8,29.0
I01938,O00393,P0383,4,7327.93,7.66
I01939,O00856,P0178,1,7736.03,93.7
I01940,O00466,P0057,1,6648.29,30.83
I01941,O00522,P0225,4,9304.98,6.5
I01942,O00841,P0077,5,7055.3,5.53
I01943,O00602,P0450,3,5016.33,44.7
I01944,O00288,P0292,3,6437.01,25.46
I01945,O00674,P0229,5,331.27,89.09
I01946,O00749,P0373,5,5347.95,88.1
I01947,O00009,P0300,-5,7639.06,71.97
I01948,O00411,P0408,4,7483.71,50.08
I01949,O00020,P0223,2,4608.26,86.03
I01950,O00605,P0094,2,6590.59,15.18
I01951,O00607,P0145,4,3040.76,61.04
I01952,O00503,P0336,4,2053.72,76.17
I01953,O00822,P0406,4,5922.11,19.77
I01954,O00254,P0232,3,4399.72,33.01
I01955,O00756,P0032,1,7805.54,27.12
I01956,O00320,P0451,4,5002.38,2.13
I01957,O00135,P0372,3,1770.75,29.56
I01958,O00756,P0483,4,5999.74,35.41
I01959,O00478,P0404,5,2759.67,5.5
I01960,O00639,P0311,5,6692.31,0.41
I01961,O00764,P0459,3,5604.15,98.43
I01962,O00061,P0243,5,8701.87,9.81
I01963,O00220,P0106,5,9427.84,39.96
I01964,O00462,P0068,5,6483.57,61.49
I01965,O00938,P0093,2,7159.45,94.32
I01966,O00452,P0477,1,673.29,25.84
I01967,O00231,P0451,1,4819.5,46.49
I01968,O00938,P0107,1,314.04,41.54
I01969,O00221,P0350,4,7709.88,51.18
I01970,O00874,P0346,2,7115.22,80.58
I01971,O00955,P0362,1,5834.71,51.29
I01972,O00901,P0405,1,3288.08,98.38
I01973,O00265,P0346,2,6306.05,94.77
I01974,O00592,P0129,3,1702.53,92.53
I01975,O00869,P0033,1,4989.57,66.19
I01976,O00471,P0251,2,7339.56,84.72
I01977,O00509,P0397,3,808.81,19.67
I01978,O00932,P0214,5,3923.35,37.93
I01979,O00391,P0187,1,2526.34,48.52
I01980,O00749,P0243,-1,7515.25,93.28
I01981,O00286,P0052,1,9257.04,78.41
I01982,O00095,P0147,5,6460.59,86.69
I01983,O00555,P0326,1,8023.03,47.79
I01984,O00515,P0491,1,933.3,81.42
I01985,O00371,P0002,3,3875.87,4.98
I01986,O00625,P0337,2,7776.6,93.79
I01987,O00390,P0500,5,5098.8,15.3
I01988,O00821,P0368,3,1757.94,86.06
I01989,O00120,P0033,5,6218.81,16.92
I01990,O00170,P0260,5,1892.37,97.51
I01991,O00490,P0113,4,6257.46,2.92
I01992,O00524,P0425,3,1741.54,17.37
I01993,O00569,P0189,1,2305.68,96.11
I01994,O00055,P0278,5,8911.12,20.57
I01995,O00915,P0177,5,2657.6,20.94
I01996,O00801,P0327,5,3078.81,38.7
I01997,O00807,P0461,2,2114.27,60.15
I01998,O00189,P0335,1,937.69,2.49
I01999,O00123,P0421,1,9366.06,91.59
I02000,O00200,P0242,4,1370.63,62.29
